rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
11,San Diego St.,MWC,32-7,110.773383023867,61,89.5272885278247,4,0.92047694517721,11,32,7,15,3,15-3,0.708306445711409,0.633476696381819,0.700656717610067,0.708306445711409,0.633476696381819,0.700656717610067,0.714228846414618,0.752987530499851,110.244911457165,99.6908661770137,110.244911457165,99.6908661770137,115.471917926809,92.8024773086229,129.391803419109,107.038225660973,0.898537457053976,13,0.065955019838526,1282,1147,1158.95,1.1061736917037,0.989688942577333,0,0.833333333333333,5.65429234265437,10,45,65.6929788877195
12,Marquette,BE,29-7,118.712280903864,8,96.0320456279445,41,0.919697152751873,12,29,7,17,3,17-3,0.694008332129448,0.521198858488503,0.753826324424609,0.694008332129448,0.521198858488503,0.753826324424609,0.693132794145758,0.810467966361092,109.024414659151,99.6242169145373,109.024414659151,99.6242169145373,120.797893599771,98.1805607912568,130.250001261984,100.992530932508,0.949102595168816,14,0.0749035483589384,1607,1458,1399.8,1.14802114587798,1.04157736819546,0,0.85,7.8274543513281,6,32,68.3803897791603
13,Creighton,BE,24-13,115.00113876087,21,93.245204890156,15,0.917711978933388,13,24,13,14,6,14-6,0.731813587565535,0.631598321631245,0.754029701680589,0.731813587565535,0.631598321631245,0.754029701680589,0.66841688669499,0.726758118476917,110.544841706664,99.1133919977953,110.544841706664,99.1133919977953,115.368029943399,91.4468861262984,120.467740830318,100.513984230305,0.889188543415085,16,-0.0562457172009079,1524,1343,1384.7625,1.10054973325751,0.969841398795823,0,0.7,2.15807645389923,29,299,67.6822842939747
14,Kansas,B12,28-8,113.793335715412,31,92.2701956933127,13,0.917671483674206,14,28,8,13,5,13-5,0.776603740899168,0.645984392836563,0.864974111021019,0.776603740899168,0.645984392836563,0.864974111021019,0.623901657422129,0.728532030339674,110.436830847533,97.0258896536678,110.436830847533,97.0258896536678,113.250137680011,94.3527351534496,119.419008124937,96.6968187900585,0.918875500352211,24,0.113033336807983,1320,1275,1264.25,1.04409729088392,1.00850306505834,0,0.722222222222222,10.0720281557669,2,12,69.0310302849502
15,Duke,ACC,27-9,113.300810508868,33,92.9287083118741,14,0.907161371818109,15,27,9,14,6,14-6,0.67439069164462,0.556306702214224,0.698247836812733,0.67439069164462,0.556306702214224,0.698247836812733,0.724901463436534,0.777273546961133,109.476295459593,101.043795332776,109.476295459593,101.043795332776,110.132739052707,95.2611136671333,107.928481032948,94.308826064702,0.825098694683672,13,0.0119387752365353,1423,1333,1321.65,1.07668444747096,1.00858775016078,0,0.7,4.5019620635224,16,149,64.8712240141487
16,Memphis,Amer,26-9,115.35229414757,20,95.0096573604016,30,0.903011405651723,16,26,9,13,5,13-5,0.678669556110723,0.641962549101294,0.672624199745057,0.678669556110723,0.641962549101294,0.672624199745057,0.721740686000939,0.735031689224001,108.127158839981,99.7891843515634,108.127158839981,99.7891843515634,114.24742782788,98.6525111489354,132.779090138216,105.038236514473,0.936740844258995,9,0.0158283331143162,1465,1368,1337.3375,1.09546019609859,1.02292801929206,0,0.722222222222222,4.71738817272399,15,142,70.9985593179151
17,Baylor,B12,23-11,121.689202007857,2,100.60664114136,102,0.899157469873652,17,23,11,11,7,11-7,0.741980695437091,0.555526572487013,0.867076840862962,0.741980695437091,0.555526572487013,0.867076840862962,0.634547531601832,0.7494112144254,109.705636299296,97.7668311701955,109.705636299296,97.7668311701955,125.333129659798,101.281197611223,131.515975903515,110.557090602086,0.880414090004758,22,0.0436403691366114,1361,1321,1208.9625,1.12575865669944,1.09267243607639,0,0.611111111111111,5.23483176323414,12,86,66.8778708235617
18,West Virginia,B12,19-15,117.248147175676,14,97.4505358470035,55,0.89349019581112,18,19,15,7,11,7-11,0.755343872132014,0.574286472339487,0.867718835675506,0.755343872132014,0.574286472339487,0.867718835675506,0.642750156088731,0.786292419789194,109.936257560667,97.4875497072941,109.936257560667,97.4875497072941,115.617988129985,97.8888035924255,126.955601417866,109.332655139704,0.847946692576267,21,-0.0708144124775088,1323,1332,1264.2125,1.04650128044138,1.05362033677092,0,0.388888888888889,1.45571937298206,36,325,68.4164779430627
19,Arkansas,SEC,22-14,111.903505800646,45,93.348381757367,16,0.889429971590809,19,22,14,8,10,8-10,0.718374718578868,0.592526564529603,0.760634625874767,0.718374718578868,0.592526564529603,0.760634625874767,0.673398257421813,0.788492914392831,109.662519829954,98.5324220893883,109.662519829954,98.5324220893883,111.095636346151,95.0557444472934,115.889688774091,98.1878517045979,0.870591324598617,17,-0.0439126375170077,1302,1274,1247.225,1.04391749684299,1.02146765820121,0,0.444444444444444,0.377473296202177,48,278,69.5144110765651
20,Xavier,BE,27-10,118.010648781016,9,98.4758558803423,74,0.889050592828692,20,27,10,15,5,15-5,0.709308426358702,0.577073881145701,0.756956253983963,0.709308426358702,0.577073881145701,0.756956253983963,0.678361718939261,0.764926548009599,109.77228400259,99.1494203031162,109.77228400259,99.1494203031162,121.290869988022,98.7936578869804,140.973625146652,113.001014005576,0.927137264135738,16,0.0710451757504398,1631,1511,1434.0375,1.13734822136799,1.0536684012796,0,0.75,5.35867190918746,11,38,70.4743005008406
21,Auburn,SEC,21-13,113.130041431679,34,94.9053952502402,28,0.882887235598344,21,21,13,10,8,10-8,0.711148475273956,0.598591050991682,0.762013819132471,0.711148475273956,0.598591050991682,0.762013819132471,0.681610421862762,0.771283491771896,109.277687314344,98.816804687849,109.277687314344,98.816804687849,113.948928512192,95.2999101297859,117.507750987943,100.441360708876,0.858719794685903,15,-0.0341393203248873,1293,1245,1226.9625,1.0538219383233,1.01470093829274,0,0.555555555555556,1.053412614318,42,252,67.5985474268818
22,Florida Atlantic,CUSA,35-4,114.02336597138,27,95.7656383450382,40,0.881503307443833,22,35,4,18,2,18-2,0.544473492414164,0.370198688999904,0.564064884876079,0.544473492414164,0.370198688999904,0.564064884876079,0.811524447885386,0.904722622259883,106.020364080771,102.417782904982,106.020364080771,102.417782904982,113.157162156403,97.0087486349013,123.27906440261,99.2783037586842,0.923439272088813,8,0.109817708538782,1566,1341,1383.1625,1.13218801117005,0.969517319909989,0,0.9,4.71975689250294,14,15,67.4582351941497
23,Texas A&M,SEC,25-10,113.843720835199,30,95.6704329738096,38,0.880802268807227,23,25,10,15,3,15-3,0.663993921957793,0.470880311952742,0.758139777937195,0.663993921957793,0.470880311952742,0.758139777937195,0.721824508205041,0.853774191657931,108.215351124616,100.094644900691,108.215351124616,100.094644900691,115.794881030982,90.7297393012037,117.184953202994,100.967993123888,0.847215160965214,14,0.0240547028369144,1289,1141,1186.6875,1.08621688523727,0.961499973666192,0,0.833333333333333,3.68434315902385,19,129,65.9896567321965
24,Kansas St.,B12,26-10,112.622251440083,39,94.6800108531459,27,0.880341572475022,24,26,10,11,7,11-7,0.716490535824105,0.458305237805571,0.869205419260033,0.716490535824105,0.458305237805571,0.869205419260033,0.683141665925955,0.898241054598758,108.615053178372,98.2668967601519,108.615053178372,98.2668967601519,114.3531289307,94.3629814458775,122.381185134204,102.503711060874,0.884757892764019,19,0.0746188217705494,1384,1349,1322.3125,1.04665122654441,1.0201824455263,0,0.611111111111111,4.23621240468611,17,33,69.8017446610942
25,Michigan St.,B10,21-13,114.418982474938,24,96.4429410806958,45,0.877129925367832,25,21,13,11,8,11-8,0.774170490058451,0.634853065300136,0.835598880959224,0.774170490058451,0.634853065300136,0.835598880959224,0.64433151899786,0.738143387446559,111.810397317332,98.7301983474623,111.810397317332,98.7301983474623,114.081680539496,94.9074714991217,125.99926703862,106.50528157139,0.87357419007077,20,0.0193272954130167,1326,1284,1245.95,1.06424816405153,1.03053894618564,0,0.578947368421053,2.42599056595223,26,134,64.5942056085517
26,Kentucky,SEC,22-12,115.653276073771,18,97.7440401260013,60,0.873781038447677,26,22,12,12,6,12-6,0.679123630890631,0.542515597230844,0.753974223446132,0.679123630890631,0.542515597230844,0.753974223446132,0.697235643258921,0.769079800004206,108.732643802889,99.8973641949238,108.732643802889,99.8973641949238,118.209809108794,101.48031238999,119.13665735422,100.208288222613,0.879714951203915,15,-0.00765295106342234,1309,1249,1182.475,1.10700014799467,1.05625911752891,0,0.666666666666667,1.61414865071393,33,186,65.7718415091301
27,Miami FL,ACC,29-8,119.142533180726,7,100.873584476731,109,0.87149060405843,27,29,8,15,5,15-5,0.662098637260277,0.486345008848962,0.67290345212047,0.662098637260277,0.486345008848962,0.67290345212047,0.719735196448414,0.834944187212793,108.376893221358,100.646267370616,108.376893221358,100.646267370616,117.514717338713,99.2802256272744,127.166668269251,102.833963334189,0.920004139219743,13,0.109987631409414,1601,1457,1399.875,1.14367354228056,1.0408072149299,0,0.75,3.65902654826696,20,14,68.6486881492075
28,TCU,B12,22-13,111.67747743274,49,94.6286909781218,26,0.870459182087264,28,22,13,9,9,9-9,0.696897285893104,0.397112291129822,0.870320119828982,0.696897285893104,0.397112291129822,0.870320119828982,0.664547866719023,0.878435889641747,108.630792907398,98.9822511070922,108.630792907398,98.9822511070922,113.151602564296,94.0900704107231,120.630081100778,102.153910434494,0.871227170773371,20,0.0150874728904608,1319,1292,1274.2,1.03515931564903,1.01396954952127,0,0.5,2.23901180568115,28,144,69.6806309892071
29,Iowa St.,B12,19-14,107.017500440446,122,90.859978335058,7,0.867867824872927,29,19,14,9,9,9-9,0.734722093559629,0.498642722851339,0.87061205559432,0.734722093559629,0.498642722851339,0.87061205559432,0.631728989610653,0.779667894847876,111.148666057603,99.5574806825367,111.148666057603,99.5574806825367,111.77500795064,89.7775790855752,119.166345445113,100.197077955344,0.88015360325029,21,0.00225561089057469,1213,1161,1186.925,1.02196853213135,0.978157844851191,0,0.5,2.40667586515023,27,168,64.0032885108234
30,Utah St.,MWC,26-9,115.384313504913,19,98.0247016084528,65,0.867042959833164,30,26,9,13,5,13-5,0.661330690209054,0.559064717407239,0.69705080203112,0.661330690209054,0.559064717407239,0.69705080203112,0.7764954856589,0.864364851283788,108.051358861433,100.32104182914,108.051358861433,100.32104182914,116.5779548237,100.165050767882,110.505524945236,102.998973143223,0.691893119759762,5,0.0182378592820139,1345,1241,1199.225,1.1215576726636,1.03483499760262,0,0.722222222222222,2.94952352283768,24,136,68.6322052810069
31,Maryland,B10,22-13,112.615609476561,40,95.7589135859296,39,0.865842217249406,31,22,13,11,9,11-9,0.684683760199487,0.456729882370816,0.790492432960083,0.684683760199487,0.456729882370816,0.790492432960083,0.690603159039152,0.816165073360679,109.199120536228,99.9975118328351,109.199120536228,99.9975118328351,113.035539869013,96.4499346617014,108.153516174364,100.054683379672,0.709941537155512,16,-0.00556695273285857,1349,1286,1260.9125,1.06986012114243,1.01989630525512,0,0.55,1.00608115099948,43,180,64.3291236663651
32,Northwestern,B10,22-12,109.738554103394,76,93.4260568256833,18,0.864209315641216,32,22,12,12,8,12-8,0.702818699401216,0.454653940688438,0.812544937934184,0.702818699401216,0.454653940688438,0.812544937934184,0.699362528757596,0.876397482231044,109.010240416344,99.4129111658685,109.010240416344,99.4129111658685,112.367471585697,95.3699183277942,117.936201620651,98.0903586788477,0.89272945075252,15,0.00933212879641698,1352,1327,1293.3375,1.04535745696696,1.02602762233369,0,0.6,1.60361339838421,34,157,64.5148709669284
33,North Texas,CUSA,31-7,110.038081261277,69,93.8161663190207,22,0.862252642942765,33,31,7,16,4,16-4,0.551455878011767,0.437363397543366,0.566017802307132,0.551455878011767,0.437363397543366,0.566017802307132,0.816346751942561,0.859511275046275,105.611732506798,101.815689128586,105.611732506798,101.815689128586,110.659873781346,94.684230346333,111.233588529488,99.099323533559,0.79056963172345,7,0.0467783530095622,1308,1149,1194.725,1.09481261378141,0.961727594216242,0,0.8,1.1413154270257,40,77,58.7122338704084
34,Virginia,ACC,25-8,110.039277342533,68,94.0311724750665,24,0.859111113315885,34,25,8,15,5,15-5,0.640719713961536,0.547757388825706,0.647781347729829,0.640719713961536,0.547757388825706,0.647781347729829,0.753850875413779,0.768054235109927,108.100192165667,101.62380188344,108.100192165667,101.62380188344,108.047369069329,93.5024093567308,127.150667489577,109.511770050573,0.847795979149435,10,0.0669577511851348,1335,1233,1257.2,1.06188355074769,0.980750874960229,0,0.75,4.10418969845276,18,43,61.3227549856602
35,Indiana,B10,23-12,113.084443581278,36,96.8664322068071,47,0.855724095779625,35,23,12,12,8,12-8,0.71746976058923,0.484442592955814,0.821721438302591,0.71746976058923,0.484442592955814,0.821721438302591,0.669131007904125,0.783117563999728,109.993329059744,99.5693255473596,109.993329059744,99.5693255473596,113.165232194732,96.743805931902,121.774684661317,106.664537732726,0.821062556214345,18,0.0630636253596854,1421,1401,1345.3375,1.05624053443838,1.04137437631821,0,0.6,3.42547196919903,22,48,67.8548074262982
36,Penn St.,B10,23-14,117.473802361292,11,100.695097081599,105,0.854750884750339,36,23,14,10,10,10-10,0.715438857764946,0.445586193012073,0.813855406999589,0.715438857764946,0.445586193012073,0.813855406999589,0.687526718244425,0.876395080107504,108.92584103441,98.9314852553367,108.92584103441,98.9314852553367,117.997504196448,102.561920350037,121.713878129751,105.509151648571,0.837951743902058,18,0.0119369580935261,1394,1394,1276.8375,1.09175991463283,1.09175991463283,0,0.5,1.32679588046515,38,150,64.2856022797821
37,Oregon,P12,21-15,112.98379290162,37,97.0906632936634,50,0.851117201029169,37,21,15,12,8,12-8,0.714353408942708,0.659386198636112,0.728984265678752,0.714353408942708,0.659386198636112,0.728984265678752,0.699970166285063,0.746185773113835,108.24272879862,97.952781691057,108.24272879862,97.952781691057,115.105005896701,99.9498138968768,126.134687039525,111.190917096483,0.810024319650507,12,-0.0388471937540064,1426,1350,1314.5375,1.08479217975904,1.02697716877609,0,0.6,-0.259285190843596,56,266,66.4014898059214
38,UAB,CUSA,29-10,112.430552002126,42,96.9912121249941,49,0.845368320136289,38,29,10,14,6,14-6,0.547769071583343,0.401831748743554,0.567724709739773,0.547769071583343,0.401831748743554,0.567724709739773,0.815778283336119,0.877214480917399,105.534613255196,102.601115148371,105.534613255196,102.601115148371,112.018890019137,98.647552680445,120.810086120767,106.692917777734,0.806752853564699,8,-0.00601036513670783,1582,1440,1437.8875,1.10022515669689,1.00146916918048,0,0.7,-0.476820195197786,59,183,70.7074496220804
39,Rutgers,B10,19-15,105.382673300808,151,91.0055222863966,8,0.843802535602574,39,19,15,10,10,10-10,0.674466284437304,0.411296441485922,0.798235200526355,0.674466284437304,0.411296441485922,0.798235200526355,0.713073725146831,0.881065139240084,109.285854470806,101.137413805123,109.285854470806,101.137413805123,104.837789169593,90.9643960010041,110.521276026891,93.859965571226,0.867513138406392,15,-0.0685728398225081,1292,1277,1301.425,0.992757938413662,0.981232110955299,0,0.5,-1.03321367593371,66,318,65.8242511105967
40,North Carolina,ACC,20-13,111.532678137387,51,96.3594043188362,44,0.843126233040323,40,20,13,11,9,11-9,0.688720404739212,0.649596670590706,0.710041924311897,0.688720404739212,0.649596670590706,0.710041924311897,0.731778627319448,0.736754486958925,108.992622863539,100.343399277628,108.992622863539,100.343399277628,108.444883638543,94.4808415761279,120.891135136407,106.600237389562,0.809498362823539,12,-0.0358446818583914,1458,1381,1381.625,1.05527910974396,0.999547634126482,0,0.55,-0.65764304342092,62,258,68.8275166965922
41,Iowa,B10,19-14,119.894025965422,4,103.893440852669,171,0.838524232144258,41,19,14,11,9,11-9,0.709096767394163,0.495261704193921,0.811860042596796,0.709096767394163,0.495261704193921,0.811860042596796,0.688566174235595,0.804017197898249,108.231691518023,98.8372162068602,108.231691518023,98.8372162068602,120.368138538509,104.402239077122,129.735408478998,109.429439060998,0.876261786529001,17,-0.0111999152279738,1567,1536,1390.1875,1.12718608101425,1.10488693071978,0,0.55,0.347005077198924,50,191,69.5534365308148
42,Oklahoma St.,B12,20-16,106.268008430165,133,92.115020968249,12,0.838031252691728,42,20,16,8,10,8-10,0.734534776630373,0.53972894720836,0.873963012740799,0.734534776630373,0.53972894720836,0.873963012740799,0.663832228968882,0.821734597500937,109.899298219621,98.238299578383,109.899298219621,98.238299578383,108.114337457624,94.1769856310598,113.65380337267,100.894365578756,0.797291877741702,19,-0.00934687364654885,1213,1273,1233.75,0.983181357649443,1.03181357649443,0,0.444444444444444,0.135116149878802,51,188,67.4228116700358
43,Boise St.,MWC,24-10,110.114358982417,66,95.5638961637224,36,0.836146367276574,43,24,10,13,5,13-5,0.647171273241178,0.510117063571017,0.715857651111944,0.647171273241178,0.510117063571017,0.715857651111944,0.757937127659339,0.831735465006939,108.118556604356,100.882273594996,108.118556604356,100.882273594996,112.307210746904,95.8638949140859,120.497332835054,104.07357278578,0.843577315246126,8,0.0440818864989694,1317,1217,1213.5,1.08529048207664,1.00288421920066,0,0.722222222222222,2.14485790329146,30,84,66.283750085506
44,Michigan,B10,18-16,111.657454847945,50,97.1351160670662,51,0.832343372036118,44,18,16,11,9,11-9,0.709886186975509,0.526031965865265,0.800496118067045,0.709886186975509,0.526031965865265,0.800496118067045,0.699704141684394,0.826746756120137,109.373571740323,99.7302399864419,109.373571740323,99.7302399864419,113.812944573109,94.3622667709764,121.861770680465,103.479849826276,0.867653664932511,16,-0.0598772990575655,1468,1378,1370.3625,1.0712493956891,1.00557334281987,0,0.55,-1.78904795167811,74,308,67.474569885993
45,Ohio St.,B10,16-19,115.788838042586,17,100.736499851912,106,0.832226490339338,45,16,19,5,15,5-15,0.723579514634687,0.489670834370142,0.824123288423076,0.723579514634687,0.489670834370142,0.824123288423076,0.656920611547672,0.783337144397015,109.547013469404,98.8654783334829,109.547013469404,98.8654783334829,112.536318939251,101.893799713967,124.934871605978,109.403266416268,0.821515055883964,20,-0.0884502399978692,1353,1435,1306.9875,1.03520500387341,1.09794470107786,0,0.25,-3.05997484068699,95,341,65.9926848774234
46,USC,P12,22-11,111.751727530058,48,97.3722584979059,53,0.82976898989627,46,22,11,14,6,14-6,0.68155187968194,0.577070018773164,0.722282893169443,0.68155187968194,0.577070018773164,0.722282893169443,0.717431006928748,0.812386686677334,107.065580171074,98.4314297297458,107.065580171074,98.4314297297458,113.928468014862,97.6459243365895,125.305056508518,107.302120512577,0.856150953987575,12,0.0525766298006024,1452,1336,1340.4125,1.08324862682197,0.99670810291608,0,0.7,2.0736509742966,31,64,67.9908068508356
47,Cincinnati,Amer,23-13,111.878906850109,46,97.501908057293,57,0.829454937331444,47,23,13,11,7,11-7,0.60437913626209,0.444306480681552,0.666840051391529,0.60437913626209,0.444306480681552,0.666840051391529,0.7620189675942,0.862357502315405,107.656685683058,101.4822005402,107.656685683058,101.4822005402,114.053275561764,97.3483799570439,128.189530452649,120.396599672279,0.672885237411026,10,-0.0328260855576649,1371,1270,1257.6375,1.09013924918746,1.00982993907227,0,0.611111111111111,-1.6506447676121,71,249,68.4640114676296
48,North Carolina St.,ACC,23-11,113.623614342872,32,99.1583849402578,80,0.827211025739318,48,23,11,12,8,12-8,0.637418818752678,0.450452697774911,0.710947642973174,0.637418818752678,0.450452697774911,0.710947642973174,0.749955141041296,0.86106924189268,108.329198802002,102.03744341619,108.329198802002,102.03744341619,112.628817552296,99.2942801450908,127.274168241775,110.58613226895,0.834285881660226,9,0.0293179658138432,1509,1445,1380.6625,1.09295356395933,1.04659900591202,0,0.6,1.12771902909849,41,117,69.22797406482
49,Liberty,ASun,27-9,111.360955195139,54,97.3359576115496,52,0.82462402244046,49,27,9,15,3,15-3,0.43909632795768,0.420966924998832,0.405680731499941,0.43909632795768,0.420966924998832,0.405680731499941,0.868438201548928,0.835465191385073,103.590763986887,104.175870114562,103.590763986887,104.175870114562,109.974823061626,93.1853741420665,108.872843869144,102.968559605543,0.655025748783685,3,-0.0515715391695641,1339,1071,1171.7875,1.14269865483289,0.913988244455586,0,0.833333333333333,-1.98018589843948,76,290,64.4390064769652
50,Illinois,B10,20-13,108.906680046386,92,95.3639898523265,33,0.821579965467703,50,20,13,11,9,11-9,0.674147621567548,0.428254905816429,0.78959433457033,0.674147621567548,0.428254905816429,0.78959433457033,0.693702321054564,0.803718082258828,108.409442611322,100.232287715668,108.409442611322,100.232287715668,109.78867875642,95.9465803394409,112.346202383461,98.579212121461,0.818071361155362,15,0.0273214300834199,1423,1381,1362.45,1.04444199787148,1.01361517853866,0,0.55,0.884890844736583,45,125,69.7749949353736
51,Arizona St.,P12,23-13,108.411631735558,100,94.9825528530655,29,0.820654034245362,51,23,13,11,9,11-9,0.69031951818841,0.548972285402745,0.751267649955867,0.69031951818841,0.548972285402745,0.751267649955867,0.710602970921511,0.817659972218108,108.234489849739,98.987681569165,108.234489849739,98.987681569165,105.80429359717,94.6749206858514,119.652834878657,99.3276191629857,0.894821430912257,13,0.0467622975852517,1375,1385,1395.875,0.985045222530671,0.992209187785439,0,0.55,1.22754513225006,39,78,68.0941552723609
52,Oklahoma,B12,15-17,109.639565727523,81,96.2494913565194,43,0.817265264199811,52,15,17,5,13,5-13,0.763206944535594,0.600882171905245,0.876284596537792,0.763206944535594,0.600882171905245,0.876284596537792,0.63882284448857,0.781290660287243,109.264743052439,96.7314503398848,109.264743052439,96.7314503398848,108.438074359741,96.9366438913127,125.674772406976,108.801143161331,0.839971885787465,20,-0.0341235401431531,1195,1307,1229.1125,0.972246234579829,1.06336889422246,0,0.277777777777778,-1.70686758853091,73,251,65.029814821774
53,Drake,MVC,27-8,108.839313998654,93,95.6433987551909,37,0.81552651869966,53,27,8,15,5,15-5,0.471410319837883,0.44403080481985,0.455149765452893,0.471410319837883,0.44403080481985,0.455149765452893,0.873407724426187,0.87941825851253,103.609607978106,104.503859812282,103.609607978106,104.503859812282,108.998924744796,96.4336746520393,86.9674696142965,76.475546064679,0.81434223632834,1,-0.0164926490602721,1510,1302,1375.9875,1.09739368998628,0.946229526067642,0,0.75,-0.685425962983756,63,207,66.3037821179139
